Community_id,Density,Fraud_Density,Score,N_Nodes,N_Edges,N_Nodes_bins,N_Edges_bins,count,weight_count,type,pct
36,0.009603789836347977,0.00823865523885456,0.013167133836229191,216,223,Low,Low,55,15.0,originated_at,27.27272727272727
36,0.009603789836347977,0.00823865523885456,0.013167133836229191,216,223,Low,Low,3,0.0,owns,0.0
37,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,originated_at,0.0
37,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,part_of_mismatch,0.0
37,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,1.0,part_of_manifest,100.0
38,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,originated_at,0.0
38,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,part_of_mismatch,0.0
38,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,1.0,part_of_manifest,100.0
39,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,originated_at,0.0
39,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,0.0,part_of_mismatch,0.0
39,0.5,0.3333333333333333,0.6249387366082999,4,3,,,1,1.0,part_of_manifest,100.0
40,0.2857142857142857,0.19047619047619047,0.361434999652404,7,6,Low,Low,2,0.0,originated_at,0.0
40,0.2857142857142857,0.19047619047619047,0.361434999652404,7,6,Low,Low,2,0.0,part_of_mismatch,0.0
40,0.2857142857142857,0.19047619047619047,0.361434999652404,7,6,Low,Low,2,2.0,part_of_manifest,100.0
41,0.0068254695373339445,0.007487187700192185,0.010065001425927327,296,298,Low,Low,104,7.0,part_of_mismatch,6.730769230769231
41,0.0068254695373339445,0.007487187700192185,0.010065001425927327,296,298,Low,Low,104,15.0,part_of_manifest,14.423076923076922
41,0.0068254695373339445,0.007487187700192185,0.010065001425927327,296,298,Low,Low,89,71.0,originated_at,79.7752808988764
41,0.0068254695373339445,0.007487187700192185,0.010065001425927327,296,298,Low,Low,1,0.0,owns,0.0
42,0.4,0.3,0.5139433523068367,5,4,Low,Low,1,1.0,owns,100.0
42,0.4,0.3,0.5139433523068367,5,4,Low,Low,1,0.0,part_of_mismatch,0.0
42,0.4,0.3,0.5139433523068367,5,4,Low,Low,1,1.0,part_of_manifest,100.0
42,0.4,0.3,0.5139433523068367,5,4,Low,Low,1,1.0,originated_at,100.0
43,0.007385596859281069,0.006141778895959745,0.010044779819422764,286,301,Low,Low,89,0.0,part_of_mismatch,0.0
43,0.007385596859281069,0.006141778895959745,0.010044779819422764,286,301,Low,Low,89,6.0,part_of_manifest,6.741573033707865
43,0.007385596859281069,0.006141778895959745,0.010044779819422764,286,301,Low,Low,76,13.0,originated_at,17.105263157894736
43,0.007385596859281069,0.006141778895959745,0.010044779819422764,286,301,Low,Low,1,0.0,owns,0.0
44,0.01847539201987269,0.015527950310559006,0.025167272984327846,114,119,Low,Low,36,0.0,part_of,0.0
44,0.01847539201987269,0.015527950310559006,0.025167272984327846,114,119,Low,Low,29,2.0,originated_at,6.896551724137931
45,0.013897488820089439,0.010630881840362495,0.018490053658325265,171,202,Low,Low,63,1.0,part_of_mismatch,1.5873015873015872
45,0.013897488820089439,0.010630881840362495,0.018490053658325265,171,202,Low,Low,63,28.0,part_of_manifest,44.44444444444444
45,0.013897488820089439,0.010630881840362495,0.018490053658325265,171,202,Low,Low,55,12.0,originated_at,21.818181818181817
45,0.013897488820089439,0.010630881840362495,0.018490053658325265,171,202,Low,Low,5,0.0,owns,0.0
