ciso_primary_key,mailpieceid,parcelidcode,detailsequence,createdtimestamp,mailerid,sourceid,ServiceTypeCode,applicationid,constructcode,mailclasscode,USPSDimensionalHeight,USPSDimensionalLength,USPSDimensionalWidth,customerrecordstartdate,delinked,MID_LAST_UPD_USERID,MID_LAST_UPD_DATE,CRID,CRID_cmra_flag,CRID_msp_flag,UBK,icr,ict_filedate,manifest,manifest_createdtimestamp,manifestid,icr_or_manifest,spef,prtnrscan_createdtimestamp,prtnrscan_eventcode,symbology_mismatch,scanned,firstscan_createdtimestamp,firstscan_eventcode,firstscan_zipcode,firstscan_Longitude,firstscan_Latitude,firstscan_CITY,firstscan_STATECODE,firstscan_STATENAME,firstscan_COUNTYNM,startacceptancezipcode,startacceptance_Longitude,startacceptance_Latitude,startacceptance_CITY,startacceptance_STATECODE,startacceptance_COUNTYNM,deliveryzipcode,ptsaddressid,destaddress_zipcode,destaddress_CITY,destaddress_STATENAME,destaddress_STATECODE,destaddress_Longitude,destaddress_Latitude,ptsphysicaladdressid,physaddress_zipcode,physaddress_CITY,physaddress_STATENAME,ptsreturnaddressid,returnaddress_zipcode,returnaddress_CITY,returnaddress_STATENAME,returnaddress_STATECODE,firstscan_dest_zone,start_dest_zone,firstscan_zone_gt_start_zone,firstzip_startzip_diff,potential_fraud,intercepted_fraud,weight_default,attaches_to_weight
6064493945060,3bcfb096147125c9344d119e5081ecb2d450252c7f221ebe91b860a0cc30e968,ecaf0facc4a1be4fac5473d164abafee4f495b0ecd5562cd0a01a0fbd4478377,51264457045,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.3,7.3,7.1,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,32179.0,,,,,,,,bef4457b21336d9b314bfa8839eb40b2a49ef8d35bffc3d70e2de975e8a80c7d,32179.0,Ocklawaha,Florida,,,,,,,,0,1,True,2,1,4
6064493945061,34690168b6865f9702e08d9105bf9edaafdb1deb2605178794bf0f7872cee304,1666377c621d15eef1c2b9f5aed59d92a62cedb1949694e811b781dbc0bca671,51275452121,2024-05-01T13:54:55.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,5.7,11.1,8.7,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:54:55.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,39475.0,,,,,,,,ff8d5aec97c00bb57977f62639b863c9f9192aa8fad1743225259c3795dd9161,39475.0,Purvis,Mississippi,,,,,,,,0,1,True,2,1,4
1554778484418,5c3e11fc304ffdac91c12f3abee091fdc783610027f09aa547cd6ee82248871c,e8f9b500e44df1f462531b6b1542e90df3a0ea334639bfae36c67a5e5a31391b,51264456598,2024-05-03T21:40:07.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,4.92,13.39,7.68,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T21:40:07.000Z,10,95799,-121.557001,38.540783,West Sacramento,CA,California,Yolo,95799.0,-121.557001,38.540783,West Sacramento,CA,Yolo,73716.0,,,,,,,,325076bfcb2d652c69fb90d5dc9ce2117d0b314c5651a2d39586db2a01d76ce0,73716.0,Aline,Oklahoma,,,,,,,,0,1,True,2,1,4
9251359684589,4d42c689e90410fb68d48c1881889d52e75e053be721f624780f7e74e967e8b6,0ff53186dd2881be894e45b964d62e8790e5fa43cc3d5c25e69145c743cac3b4,51264457021,2024-05-01T13:55:03.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.1,9.3,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:03.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,14779.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
4440996267976,e4d67b12edb9c70a1245ae84c09fdf5897ba5402101d3f7009deff562bd81d3f,16bc791057e3a5be627e8a00d353319b3b618a7e3ac9af3d03a08b18a1f2e77a,51275452244,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.4,7.4,7.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,34233.0,,,,,,,,56f9c19e4bd5a2ad54ab67b2850d0c73bc1c491bf9c5ae1f30355d3af39f3659,34233.0,Sarasota,Florida,,,,,,,,0,1,True,2,1,4
7146825810877,e9cf00631d4439ff94aca3b35e25656ef6536b66c2bedcd3a3d097c0070f1df8,9f76cc8ef64eef4750c7a4b945d15b2ccd5b250a11eb77f890dfc0b8578d90e5,51275452206,2024-05-02T13:32:21.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.6,13.1,9.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:32:21.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,80504.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
5222680551729,b082c64c1751486a28ad9f023de7f36a74a0c33d237c05ae15f3e0ed934e4577,b980f2121451c020c183fedfd90bf494afde439e538b8683ea8abab3cac694c9,51275452220,2024-05-03T13:17:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,1.7,11.2,6.6,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:17:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,28209.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
5944234820577,bbc13cd47705a1024493ea1db0a47decbec547699ed1e865e22ac57ac5306e4f,7ffb6ce600de19b20225ed7f9a26b55661a5f6f487e01d14ed91b06127f4e333,51264459940,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.4,6.8,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,27107.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
3058017036377,f6a2dcfc50e0a402ea7a0faee5501eef81dcb37acb7896bc1124b5507761e6d2,c3db614ed01fb5f87f2a7cf71bc670b12a8e3e28d9365a94d7409e15a73cf06a,51275452329,2024-05-03T13:15:39.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.3,7.2,7.1,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:15:39.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,79912.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
2637110043501,21613b8c1ab6097a0ffb1e4aaea170c7b72d7db702cf9ba6f2b4906933fc3acf,2f05da89b077b069ce8611fe1b9aa6a55fd9bd15d19ada23af5ff96d9738ae60,51264459964,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.3,10.2,6.8,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,44129.0,,,,,,,,26cbbd27f91a65f041cb6cd34b3ddb5cf49075f05af99e430a6c3249cc607fad,44129.0,Cleveland,Ohio,,,,,,,,0,1,True,2,1,4
4260607883089,5675b2a2d6b52c7ff6130740b6a4d3314c7c0df4835db0208a0b79345d7d40c2,dedf9cb2ca3c4e8ec8b0c603af6023b65cc8935419fbeff76e48b035cab62f32,51275452336,2024-05-03T13:16:14.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,5.8,11.1,8.7,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:16:14.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,12831.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
532576271464,09f5a3920cca9f3ed2a5da747bc9d158e79859a742e198b941d85b2901725614,c18054702fe1f54e86131d782762af7910497097870bf3c6d17c2295b7fb8095,51275452183,2024-05-03T13:16:29.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,1.8,10.9,3.5,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:16:29.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,37075.0,,,,,,,,c687d2d5014e270e427f16586dda3c2b92ef83a8c03e86d937dd25b555b2d0b1,37075.0,Hendersonville,Tennessee,,,,,,,,0,1,True,2,1,4
3719442004909,19154bc4ad988a6cd507be1998e65d8ee7083c21d28003ac4073fa29730401dd,f7fb63dad5a1cac9c21b77a9d5960feef02a10f9ad0b7b6ad853b80631fbe160,51275452312,2024-05-03T13:15:38.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,7.9,14.7,9.7,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:15:38.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,92657.0,,,,,,,,1716bfeb269198b26180b395f6d585352767f946fc9fb9774f8bbbc1a33685fe,92657.0,Newport Coast,California,,,,,,,,0,1,True,2,1,4
833223975932,591e54906294732ed0ab4dabe0e67c366775aad203368ac3967bebd67a7ef16a,47c3a60b53af55b84b02188dd8ac70727169ae2e9cfd2645e7434b77bf0d0089,51264459643,2024-05-03T13:16:03.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,5.8,11.1,9.0,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:16:03.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,5001.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
7206955354640,5a2e6ed17d2476d9a9e58457dc203148d8d7b7cfc199f608ef570b6e3ffbc55c,01f578cbce7e27144f8826244485b5c16a46961ccb0371fce688c04727af5222,51275452213,2024-05-02T13:32:36.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,1.7,12.0,4.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:32:36.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,33703.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
4080219159431,aa9a78a1c96e87651cfb574e2ae3684d1e1b0e62b923f311b8c72911e2a1357b,00ce9ebad1cfb01faccd4ab6a543032ad0d4e8de8a9bd7a002cee4d478c7c90e,51264456604,2024-05-02T18:53:42.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.4,7.56,12.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T18:53:42.000Z,3,60194,-88.110153,42.044152,Schaumburg,IL,Illinois,Cook,60194.0,-88.110153,42.044152,Schaumburg,IL,Cook,6824.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
10814728078948,8fc5657c00ede9dc58295539a0f80fda847505b58ab9e137f21d90846a69dd21,78f220507f96bd30f02851b7909280f4cb930886e11f47e54134ace45e9b54a2,51275452268,2024-05-03T23:23:50.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.76,10.63,13.78,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T23:23:50.000Z,10,95799,-121.557001,38.540783,West Sacramento,CA,California,Yolo,95799.0,-121.557001,38.540783,West Sacramento,CA,Yolo,73072.0,,,,,,,,a62a2142a907be44cbe729241fb61b73e05f7b141b93f7af10fad26583689ca8,73072.0,Norman,Oklahoma,,,,,,,,0,1,True,2,1,4
9792525669265,59147a419a598687ac9b6e77154fe856db859be863665b82faeb77607cb83af2,84e01862ce9a0dcb978d2fbb19391b9eac7bc813a3c3aaafc48d80162a80b429,51275452190,2024-05-02T13:32:42.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,1.97,12.56,5.16,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:32:42.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,89031.0,,,,,,,,748349c4b897b5a5857d22e098013904aca260330a544cda8348c9fc5a9c7723,89031.0,North Las Vegas,Nevada,,,,,,,,0,1,True,2,1,4
5643587148267,b772b10f4fdc5d2414ef47ce8f9c1f073bf7b2cb83fd81d991c59e417372071d,09a83dfee7b844e9a15d26b5ac5fac88350a3492fa672d364cf27cc5864b6871,51264456666,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,7.3,6.9,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,84655.0,,,,,,,,08621150149f59175c1370e58277b50093baafe26fc9cf15e9a840763d44014d,84655.0,Santaquin,Utah,,,,,,,,0,1,True,2,1,4
292057862643,9e76d21bc1c8944c97ee56d5f3fd6e7942a1523a45d8eca6ce49341c957ab593,d815c80abe8919819ac34a593153e26216db0caf918c609fb29bbf318259ccdd,51264456673,2024-05-01T13:55:02.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.4,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:02.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,73072.0,,,,,,,,f1ec130f3c22b9f685ce15f0507a93d58379e3e6db49007d0db4ae08fd18b535,73072.0,Norman,Oklahoma,,,,,,,,0,1,True,2,1,4
6004364399977,e3ba64e0e3b4d8993f89489c9b02201283153d0957d7acde8359940907e55c60,b67cf0f2fce70a3c78fd64d1032020f1cd02e69b93fc9d4239bf76758f4222f0,51264458493,2024-05-01T13:54:56.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,5.8,11.3,8.7,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:54:56.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,75040.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
7026566582498,f114f68c86ad2812408935f9b6841654fc21cca8ab1ac703c4af0c5e4e96ef23,dfdee8b3868bf6a5efc5f8e470cd6ef3c61cb8c54e53715de7d5cd3d6ab60930,51264456680,2024-05-01T13:54:56.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,11.6,15.2,11.1,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:54:56.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,38506.0,,,,,,,,c37e6e2805ab8ba9b57eb1791c17c3b7da12e00f49492c9da2dcd75e0378f90e,38506.0,Cookeville,Tennessee,,,,,,,,0,1,True,2,1,4
5282810008422,f2f00477e869e05c589cf3660beec926a827c87c202e581c88b7397519549425,0b6726dbd020b6259f5b32e496da84d4388a4df4b4b740098f03bac1ada73b43,51275452169,2024-05-02T13:33:02.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,5.8,11.0,8.7,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:33:02.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,95648.0,,,,,,,,6af0f58111f8d5f89aebbbf20fab83e45af572f96c38583e2b1ce4f5722e97fa,95648.0,Lincoln,California,,,,,,,,0,1,True,2,1,4
10273561896112,0346f07d9d6dfb1b1700d5deadd87368759e84e39469f8d61317c9e53e715794,fddbf54c6b28151cc94e647c12caef4d0a83a430831d3e4f4d723b0e33d3d036,51264459926,2024-05-01T13:54:57.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.4,7.1,6.9,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:54:57.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,6790.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
1494648742221,57987bd63251183ffe596f3c50eb19449999c13ce63d55222575343675acb9da,4827fc1c6f384148093d09c8a31e875a480ea48992c574ba1ec3b09e9fde3625,51264459971,2024-05-01T13:54:58.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.3,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:54:58.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,72396.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
9131100801240,e8133dc7cd442db360728c389f1b7713dc3952de5ce583ad41a14eb56ffd191c,b8f246a63e3f55c01442ae076d31b2dffb171e1b63cd086f3d37cad08797818b,51264459889,2024-05-03T13:15:46.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.3,7.4,7.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:15:46.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,27295.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
8169027918526,aa6ad83ff93f4f5c7d981791e142a8c4c8a576df47a37238c5cda85ca3517925,0aa57f2815eb146c1ab598e6343bfa387213ded5149dbb8e6d28b40e0994152c,51264456710,2024-05-01T13:55:03.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,1.7,11.0,3.9,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:03.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,38018.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
8650064256915,dbbebff50c166d632dd8742e97d82b3634fce286cb8ee3c27ef711162f0b4280,d6169813e352e7395a042347700e9c931842d6ed5aa5e3fd33cd4db81cfc5995,51264457038,2024-05-01T13:55:03.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.4,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:03.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,29073.0,,,,,,,,7732723a0343d930589a84d49f0867d8b2d8cb905d1aef0ce82665a576b040fd,29073.0,Lexington,South Carolina,,,,,,,,0,1,True,2,1,4
8469675631135,b7c8f7ad459453fe10f3acaa7b9e0ce441f3df0c84804ad1500f94d921e7af56,ea6a919231f37591aa163a9f47e7a641c5f100cfa4432daeb6611249d5641d57,51264457014,2024-05-01T13:55:01.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.4,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T13:55:01.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,45680.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
12017318817760,d96136db60c0eeabc0295a8e614997a08ba9644caafd9c6bd020a7ae3a07af25,9118f66d2e14b8c3b7d0b8a1d0edd96d5453110eef1b2f066d29911a0fc17e52,51275452299,2024-05-03T13:16:21.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.3,8.8,6.6,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:16:21.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,85365.0,,,,,,,,f9ce8aa5f2628dc2ed3c24affa26dfb4755d99bc4fab8d4abd4f4502e2096ef8,85365.0,Yuma,Arizona,,,,,,,,0,1,True,2,1,4
2937757826290,480e82cc4bd632f1f1133ddb5df24648ea967820f6832cf3754f85bba9d3c80a,b097b85bfdb6b6a2ce98e333fea0885412c6b007edafa34fc07acaecc6e57a0a,51264456611,2024-05-02T13:32:46.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,7.7,14.4,5.3,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:32:46.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,54467.0,,,,,,,,a49646bd323f2e2217638d65d7fa61658cbb2d980c51a54cf335a9f1f7d73178,54467.0,Plover,Wisconsin,,,,,,,,0,1,True,2,1,4
592705610563,54165422d5b6d5a4a7b56c9623a18c47481ab84a9c98f1be2c74326ef9d23e4a,ec784537dafc5214df106f82eccf767df734b63c7952c56e1cb7ec35bebe0387,51264458158,2024-05-01T14:40:51.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,0.2,9.25,12.6,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-01T14:40:51.000Z,3,11432,-73.794362,40.715744,Jamaica,NY,New York,Queens,11432.0,-73.794362,40.715744,Jamaica,NY,Queens,29540.0,,,,,,,,5a7529475e7d68fe0f0cf088a66fa38c492ab444928c5b96ca444acf38c11d30,29540.0,Darlington,South Carolina,,,,,,,,0,1,True,2,1,4
5583457768197,55db8483920dc77cc056de62e92ab2161355330340fb6e568d19afdff0f0cb79,d858b05b314b0231c4210c929803f6a8ad1958df79f267f297808aaa9d4e22c8,51264458134,2024-05-03T06:50:20.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C10,PM,0.0,0.0,0.0,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T06:50:20.000Z,7,85042,-112.031642,33.375254,Phoenix,AZ,Arizona,Maricopa,,,,,,,85042.0,,,,,,,,,,,,,,,,,,,0,2,True,2,1,4
5583457768198,c8ebc99c9fe4556702c7b83510d2b91f00afba5aff3c8caa438d8b39ab893367,775c80035741d9e94155faeedc4a060f4a0fdcb6e4416990e9f3bfbe44af7cd7,51264458509,2024-05-03T13:15:46.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.3,7.4,7.2,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:15:46.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,76574.0,,,,,,,,5bb62580198f66441ede6f03ef627a77f6669f8c124a5efde78fde85d6f21a41,76574.0,Taylor,Texas,,,,,,,,0,1,True,2,1,4
3238405666436,59b0131fb3979dc0abf2e5934a67857837d7734fccbb62497c71a3fb45e6d64f,99ee13c05ae71d4436c4a0147da3a6b84400a1218337eacdf3b79da3d0cf046c,51275452305,2024-05-03T13:16:19.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,2.2,9.3,6.4,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T13:16:19.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,76028.0,,,,,,,,6ce4470b51e446d4bd1181c781a9d29b18a5fa4ec5e19d34c21d1833d1f0aaf9,76028.0,Burleson,Texas,,,,,,,,0,1,True,2,1,4
9972914387574,e6fe348faecf62b1d0cbb157734c10f35e6dbc17ef4f0921ed593bf5c3eef2fd,af871785c78826a06fea1df07c0e1ed9f75a6cbe9df42358d925d73e6f606f25,51275452251,2024-05-03T21:35:08.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,3.15,15.94,13.03,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-03T21:35:08.000Z,10,95799,-121.557001,38.540783,West Sacramento,CA,California,Yolo,95799.0,-121.557001,38.540783,West Sacramento,CA,Yolo,61107.0,,,,,,,,,,,,,,,,,,,0,1,True,2,1,4
8650064365310,6753b5bf39e2f814b4974d71e0d1004fb2ee23f20ad073af31e1f615621c9e9f,ec7be97de3ef7ae961352831a65873193ce227cea056dcfbece9ce48a35a1ef9,51275452176,2024-05-02T13:33:02.000Z,e23ca5b7b6633f823883043d40ee77d26c0769c856f32d9407c3b7791eeeac16,,55,92,C02,PM,6.4,7.4,7.0,,1,,,,,,,0,,0,,,2,0,,,2,1,2024-05-02T13:33:02.000Z,3,6484,-73.1373,41.31354,Shelton,CT,Connecticut,Fairfield,6484.0,-73.1373,41.31354,Shelton,CT,Fairfield,34474.0,,,,,,,,7ae127bf551b8d1d9a261084a09f80b58b9af6e6584a5c665551f12f977903af,34474.0,Ocala,Florida,,,,,,,,0,1,True,2,1,4
